Category,Threat,Platform,Severity,Keywords,Description,Mitigation,Code Good,Code Bad,OWASP Ref,Reference URL
Code,React Native Hermes Bytecode Protection,React Native,High,hermes bytecode hbc hbcdump obfuscation reverse engineering react native javascript bundle decompile,Hermes bytecode is harder to read than plain JS but can be disassembled with hbcdump revealing function names and string literals,Enable Hermes for baseline protection; add JS obfuscation before Hermes compilation; strip debug info; enable ProGuard for Android native layer,metro.config.js: transformer: { babelTransformerPath: 'react-native-obfuscating-transformer' }; hermesEnabled: true; minifyEnabled: true,hermesEnabled: true with no additional obfuscation; string literals and function names readable via hbcdump,M9 - Reverse Engineering,https://reactnative.dev/docs/hermes
Platform,React Native Bridge Security,React Native,High,react native bridge native module turbomodule validation injection javascript interface method authorization,Native modules via bridge or TurboModules callable from any JS code including injected scripts; without validation sensitive operations exploitable,Validate all arguments in native module methods; implement authorization checks; restrict access using package-private visibility; use typed codegen,@ReactMethod fun encryptData(data: String promise: Promise) { if (data.isEmpty()) promise.reject('INVALID'); verifyCallerContext(); promise.resolve(encrypt(data)) },@ReactMethod fun executeQuery(sql: String promise: Promise) { promise.resolve(db.rawQuery(sql)) } // SQL injection; no validation,M1 - Improper Platform Usage,https://reactnative.dev/docs/native-modules-android
Supply Chain,React Native CodePush Integrity,React Native,Critical,codepush ota update integrity signing verification react native appcenter bundle tamper supply chain code signing,CodePush OTA updates without integrity verification allow MITM attackers to distribute malicious code bypassing platform review,Enable CodePush code signing with asymmetric keys; verify bundle signatures before applying; implement rollback; restrict to non-security changes,CodePush.sync({ deploymentKey: PRODUCTION_KEY } codePushOptions: { publicKey: PUBLIC_KEY_FOR_VERIFICATION }); // signed releases only,CodePush.sync({ installMode: InstallMode.IMMEDIATE }); // no code signing; accepts any bundle from server,M8 - Code Tampering,https://github.com/microsoft/react-native-code-push
Network,React Native SSL Pinning,React Native,Critical,react-native-ssl-pinning certificate pinning https mitm fetch networking trustkit react native,React Native default fetch does not support certificate pinning making all API communication vulnerable to MITM attacks,Use react-native-ssl-pinning; pin public keys not certificates; include backup pins; test with Charles proxy to verify,import { fetch } from 'react-native-ssl-pinning'; fetch(url { sslPinning: { certs: ['api-cert'] } headers: { Authorization: 'Bearer ' + token } }),fetch('https://api.example.com/data'); // default fetch; no pinning; MITM with user-installed cert succeeds,M3 - Insecure Communication,https://github.com/nicutor/react-native-ssl-pinning
Data Storage,React Native MMKV Encrypted Storage,React Native,High,react-native-mmkv asyncstorage encrypted storage sensitive token session encryption key keychain,AsyncStorage stores data in unencrypted SQLite/plist; react-native-mmkv without encryption is plaintext binary format,Use react-native-mmkv with encryption enabled; derive key from Keychain via react-native-keychain; separate instances for sensitive data,const encryptionKey = await Keychain.getGenericPassword({service: 'mmkv-key'}); new MMKV({id: 'secure' encryptionKey: key}),AsyncStorage.setItem('auth_token' jwt); // unencrypted SQLite on Android; readable on rooted device,M2 - Insecure Data Storage,https://github.com/mrousavy/react-native-mmkv
Deep Link,React Native Deep Linking Security,React Native,High,react native deep link react-navigation linking universal links app links url scheme validation parameter,React Navigation linking mapping URL parameters to screen props without validation allows parameter injection and auth bypass,Validate all deep link parameters in screen components; implement auth middleware; use Universal Links over custom schemes,linking: { config: { screens: { Public: 'invite/:code' } } }; // validate code in screen; auth middleware for protected routes,linking: { config: { screens: { Payment: 'pay/:amount/:to' Settings: 'settings' } } }; // payment deep linkable without auth,M1 - Improper Platform Usage,https://reactnavigation.org/docs/deep-linking
Platform,React Native Screenshot Prevention,React Native,Medium,react native screenshot prevention screen capture recording flag_secure ios blur banking sensitive,React Native has no built-in screenshot prevention; sensitive screens capturable via screenshots and screen recording,Android: FLAG_SECURE via native module; iOS: blur overlay in applicationWillResignActive; use react-native-prevent-screenshot,Android: getWindow().setFlags(FLAG_SECURE); RN: import { disableScreenCapture } from 'react-native-prevent-screenshot',No screenshot protection; account balances visible in task switcher; screen recording captures OTP codes,M2 - Insecure Data Storage,
Code,React Native Root Jailbreak Detection,React Native,High,react native root jailbreak detection jail-monkey rooted compromised device magisk cydia frida hook,React Native apps on rooted/jailbroken devices face runtime manipulation via Frida and SSL pinning bypass,Use jail-monkey with multiple detection signals; check isJailBroken canMockLocation hookDetected isDebuggedMode; server-side verification,if (JailMonkey.isJailBroken() || JailMonkey.hookDetected() || JailMonkey.isDebuggedMode()) { showSecurityWarning(); restrictFeatures() },No device integrity checks; banking app on rooted Magisk device; Frida freely hooks JS bridge calls,M8 - Code Tampering,https://github.com/nicuorN5/jail-monkey
Code,React Native Environment Variables Exposure,React Native,High,react-native-config dotenv environment variable api key secret .env bundle metro javascript embedded,react-native-config injects .env values into JS bundle where they are readable in Hermes bytecode or extracted from APK,Use react-native-config only for non-sensitive config; never store API secrets in .env; proxy sensitive calls through backend; gitignore .env files,.env.production: API_BASE_URL=https://api.myapp.com; ENV=production; // secrets server-side; .env* in .gitignore,.env: STRIPE_SECRET_KEY=sk_live_abc123; FIREBASE_ADMIN_KEY=AIza...; // extractable from JS bundle; committed to git,M2 - Insecure Data Storage,https://github.com/luggit/react-native-config
Logging,React Native Flipper Production Removal,React Native,High,react native flipper debug production remove network inspector layout database facebook soloader,Flipper in production exposes network traffic database contents SharedPreferences and layout tree; increases APK size and attack surface,Remove Flipper from production builds; use release variants that exclude Flipper; remove from build.gradle and MainApplication; use __DEV__ check,if (project.hasProperty('enableFlipper')) { debugImplementation('com.facebook.flipper:...') }; // or remove for RN 0.73+,implementation('com.facebook.flipper:flipper') in all build variants; Flipper inspects production data,M10 - Extraneous Functionality,https://reactnative.dev/docs/debugging
Code,React Native Metro Bundler Security,React Native,High,react native metro bundler development server exposed port 8081 source map network hot reload remote debug,Metro bundler on port 8081 serves full JS bundle and source maps; accessible on shared network; production must never connect,Bind Metro to localhost only; disable dev mode in release; ensure __DEV__=false in production; remove source maps; disable remote debugging,metro.config.js: server: { port: 8081 host: '127.0.0.1' }; release: __DEV__=false; no source maps; no remote debug,Metro on 0.0.0.0:8081; source maps in APK; __DEV__ checks bypassed in production,M10 - Extraneous Functionality,https://metrobundler.dev/
Supply Chain,React Native Expo Security,React Native,High,react native expo eas update ota managed workflow secure store expo-crypto third party sdk permissions,Expo managed workflow abstracts native code reducing security control; expo-updates pushes JS OTA without review; expo-secure-store varies from react-native-keychain,Use expo-secure-store with WHEN_UNLOCKED_THIS_DEVICE_ONLY; enable EAS Update code signing; audit SDK permissions; eject for apps requiring native security modules,SecureStore.setItemAsync('token' jwt { keychainAccessible: WHEN_UNLOCKED_THIS_DEVICE_ONLY }); EAS Update with code signing,SecureStore.setItemAsync('token' jwt); // default accessibility; no EAS code signing; managed workflow for banking app,M8 - Code Tampering,https://docs.expo.dev/guides/overview/
Code,React Native JSI Memory Access Risks,React Native,Medium,react native reanimated jsi javascript interface direct memory native host objects turbomodules c++ unsafe pointer,JSI provides direct C++ memory access from JavaScript bypassing bridge; malicious JS could exploit JSI bindings for memory access,Audit all JSI host object bindings; validate inputs in C++ host functions; avoid exposing filesystem or crypto via JSI without authorization,jsi::Value secureRead(runtime key) { if (!isAllowedKey(key)) throw jsi::JSError('Unauthorized'); return readSecure(key); },jsi::Value readFile(runtime path) { return readFileContents(path); } // arbitrary file read from JS,M7 - Client Code Quality,https://docs.swmansion.com/react-native-reanimated/
